index,ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Net Income Flag,Equity to Liability
Long-term Liability to Current Assets,-0.08603778318975244,-0.1535916447156705,-0.08194217052432803,-0.16408281972183014,-0.16370956610866227,-0.10782232266083619,-0.13128466060837798,-0.124619535019652,-0.1410961420074387,-0.1311501971638112,-0.017938338868002328,0.04861521357926254,-0.08646516288051168,0.22169583640181925,-0.10522194491473677,-0.10146863226236207,-0.10134530689556855,-0.10112697495906918,-0.14571151714485786,-0.04535026697896182,-0.08761499321379297,-0.12686613796755572,-0.1475987598787129,-0.029723924113179583,-0.03023399080273862,-0.03701869033500531,-0.0368342280847793,-0.03793200032212023,0.03153705385233667,-0.08426425902737668,-0.021389826584234755,-0.05039047627219116,-0.3649138214821567,-0.34351652545060934,0.2404513960117856,0.3979235202208671,0.3986327733935293,-0.3986327733935293,-0.4129032628776194,0.5947565926712377,0.16443041147727372,-0.126597210991191,-0.14714497917476882,-0.01359727773455763,-0.222828700822477,-0.041114576551895786,0.03755847211141711,0.008836113814179767,-0.007483557672491637,-0.04687403372783646,-0.12698049533861394,-0.14700896818610293,0.4065036741711192,-0.4350758381601149,-0.4215935934896834,-0.445821270596835,-0.32412093611709386,-0.34681312773290496,-0.2748362549899645,0.004827467691942847,-0.18423852687983597,0.09808823183881521,-0.11051310090138959,-0.7103889545859021,-0.3632253822670369,0.14527057787881026,1.0,-0.17814193901811787,-0.10897416164345897,-0.2011195269839162,-0.05691079028440941,0.03603542892927915,-0.3303362855429207,0.09470622635305645,-0.07511930939539031,0.42530489822837647,-0.7103889545859021,0.14527057787881026,0.9230587140615466,-0.08964891326866525,-0.10166171082018262,-0.08776787744092876,-0.08241758726677798,0.36491357752456594,,-0.18739008356530262,0.2714388374888244,-0.18630152011150944,-0.16407697170699248,-0.14094645141142648,0.3999089627575138,0.21496807434380769,0.25134868053758874,,-0.39863063856900033
Retained Earnings to Total Assets,0.8054460016958059,0.866238897906752,0.8060465511505341,0.4392588618322879,0.43758648822602747,0.7095610165178639,0.8238016584094624,0.8157878114476441,0.48713330019706347,0.8084922163100373,-0.02070642026672797,0.12465949038093152,0.431086640119751,-0.16682259972903096,0.45489364198625537,0.7856352758342653,0.7854145105750235,0.7849284856337001,0.8706253272611869,0.47960427269404704,0.3932428029000375,0.7604459334054615,0.877090603875171,0.21730957504016976,0.24380355536766407,0.3107894498576538,0.30856744221872695,0.28828908973888057,0.2207003237901444,0.5264534367895457,0.3047850589185003,0.2686129559235937,0.3255504683867461,0.36422153101013827,0.12898237950815783,-0.33144504932426266,-0.3303794060453181,0.3303794060453181,0.267096610891315,-0.40128850899378354,-0.01392531120308206,0.7603220875205489,0.8813258635613217,-0.1015576692337274,0.26275687497690414,0.06411573452200975,-0.06755530236504859,-0.08042421788336274,-0.05759456034775529,0.10139556547198336,0.15988863534048808,0.6808513847586353,-0.14993284159759265,0.3168403884469934,0.21084232175254716,0.14256722642187977,0.2650591474621737,0.33858087764005423,0.28825031858679884,-0.2268729703117594,0.45087543405354036,-0.044567354111324266,0.03833031029731934,0.09486386042652169,0.24441217323946843,-0.2686556897079808,-0.17814193901811787,1.0,0.8210033606807634,-0.16935761820578793,-0.08753873376842922,-0.05402601937301223,0.22219319325925968,-0.07866568568896146,0.14992534303726515,-0.18741606607298325,0.09486386042652169,-0.2686556897079808,-0.21115238226587082,0.16320437860881412,0.16394135701628715,0.41920350486575325,0.15654918410317684,-0.3255516428335546,,0.8848678998494758,0.09940477799970568,0.21305240417562,0.43925082559954426,0.8423264544760913,-0.32309506782267017,0.16446661563781784,0.12155169622782253,,0.3303717847266569
Total income/Total expense,0.8179149420312032,0.892424752936418,0.8278049894269478,0.3724437270394388,0.3703336173830112,0.7434930567385866,0.9049172348731483,0.906308245968508,0.5617598707994051,0.8833914956659518,0.028830404473834906,0.10410653522760746,0.37525177723230846,-0.12300294774592575,0.42730082067514047,0.6751399443728918,0.6751205949087842,0.6747906535008658,0.8777116610998141,0.4065520486889198,0.2936980803920631,0.7395263126115328,0.8887518032544267,0.3463428937760018,0.37162952693898055,0.4773813735029064,0.4761234206328328,0.4427350456964375,0.21423432888436916,0.611711379914704,0.46074297266672704,0.2204618011549668,0.26145923529329373,0.28758481151703696,0.24301928964515876,-0.2514666271821425,-0.2504487648348304,0.2504487648348304,0.20663827599301135,-0.2912838237821722,-0.0026295994544933156,0.738997403481875,0.8893806029021468,-0.0846273960036504,0.17525356763935088,0.06331506741979619,-0.06342312005742935,-0.09189113882457668,-0.06795717049313463,0.06455177215944224,0.1945411487043952,0.7346733019107998,-0.026099072973414725,0.23799012248741064,0.12758015667206474,0.0918142598227568,0.1817885590913509,0.2644383826509239,0.21298504180080502,-0.1920986486173732,0.37517987825404087,-0.013054826968426412,0.015140041461524348,0.03689048916366265,0.19226999813302773,-0.22103166909985836,-0.10897416164345897,0.8210033606807634,1.0,-0.4368052531348943,-0.0711324538265306,-0.03914282807599322,0.2071868698329449,-0.07849912660557237,0.17322928866748544,-0.14038106834503605,0.03689048916366265,-0.22103166909985836,-0.13993606831271788,0.17752688892120205,0.17327729594585897,0.3532228060030335,0.17415397623969672,-0.26146122470776445,,0.8984540774374415,0.17672879652881868,0.19549326050372692,0.37243389845991137,0.8793239868200965,-0.24367733930093066,0.27799661405268994,0.2277025017033827,,0.2504379249073019
Total expense/Assets,-0.13009187854523882,-0.13796529065208826,-0.13306634737324674,0.2976631072776575,0.29946045625377565,-0.11415397878494886,-0.2634647615682432,-0.2615640545690202,-0.30954596608835117,-0.24051861237985878,-0.1482883719172083,0.03752925060483869,-0.03513626143667781,-0.04540404875380938,-0.11698167739579765,-0.2806537768878311,-0.2806745080585165,-0.28074995345067894,-0.174363457091619,-0.026957773737448603,0.11623938223741472,-0.050668505647373865,-0.18382347278774788,0.0031195539560380245,-0.04192908239007778,-0.10533163596652474,-0.10768803156835362,-0.10037442037800698,-0.08538719109553691,-0.11253827717294618,-0.09388008435184014,0.06755240702432275,0.14002633904770978,0.1614130927127651,-0.26258243469280274,-0.031665102921999755,-0.03145206917710856,0.03145206917710856,0.14887709649590797,-0.1649232289630976,-0.15218229975916184,-0.04999824174475908,-0.18422236463186709,0.12186095399132948,0.31785178919161744,-0.0005318594830074195,-0.008147321116243689,0.05280038510573333,0.01679967285230126,0.26153735547096457,-0.14999059737244133,-0.1809701237331043,-0.47070340356487145,0.23612574916557505,0.37311623328714216,0.30047226351444223,0.2512054938701678,0.17425488063919178,0.1487664454777786,0.10053578286805291,0.012639153735858985,-0.0936563947900376,0.034495540654834254,0.24409553664353242,0.22827307161326377,0.06079842415588396,-0.2011195269839162,-0.16935761820578793,-0.4368052531348943,1.0,-0.018829618156573417,0.009411937639106053,0.035694706451079854,0.00045675379607928085,-0.013653198953401205,-0.17363938125003328,0.24409553664353242,0.06079842415588396,-0.16354985926893756,0.006423309396709295,0.008784267557173984,0.02460497954092818,0.003548301696049834,-0.14002449712942044,,-0.13325682170077763,-0.5001843091412042,-0.007469709341388171,0.29767080406011615,-0.1404334728234812,-0.03716393874109361,-0.22950784231522936,-0.24763535734667658,,0.031452673951649524
Current Asset Turnover Rate,-0.11783163314564402,-0.08651659500874381,-0.1137686757420522,-0.03401248811987098,-0.03421547837842711,-0.09945258759554496,-0.07171649189362403,-0.06504947183892924,0.006491395729671593,-0.07713828352702018,0.10629847960179328,-0.16590277918987514,-0.05623061082625297,0.016352782633233236,-0.07583626880942318,-0.0801632123248975,-0.08009516928699584,-0.07924355208628861,-0.0925527792790753,-0.07223663561865841,-0.1154610559398756,-0.11188931759875059,-0.08881281472664433,-0.040828978939145055,-0.06457906744203362,-0.05335023209109744,-0.05163629703762494,-0.056501736908344084,-0.0827249923174252,-0.046237029411161285,-0.04642286245440962,-0.054091491801299026,-0.002017908402486276,-0.05751202652720846,-0.021924181994402003,0.004226664600855358,0.0040134098116278005,-0.0040134098116278005,0.07258992155035031,0.03292174565567879,-0.04959918980519438,-0.1116951054807294,-0.08987719917822552,-0.04121958215501675,-0.11606214325053019,0.17263014441675703,-0.158759673936782,0.04217537256712323,0.07388647233882889,-0.10025373535632448,0.06453170766323911,-0.04428113877836668,0.05110535232913975,0.020772355511292258,-0.038202200142268224,0.0552791184815822,-0.03183631125061094,-0.04981331528829022,-0.018901038436099107,0.0038653932134240956,-0.05869583245681988,-0.03080550471556494,0.040318073850983696,0.05824761433201232,0.03736699445612994,0.0025934209207926647,-0.05691079028440941,-0.08753873376842922,-0.0711324538265306,-0.018829618156573417,1.0,0.33290032109929557,0.075758507021305,-0.05429693620409677,-0.0075641297366268985,-0.08276599982095545,0.05824761433201232,0.0025934209207926647,-0.04817291639549063,-0.014700083523611202,-0.01140193794480991,-0.06675719963452163,-0.016371621745201757,0.002017775454279653,,-0.08651058834846526,0.04488899882257046,-0.03667401788437696,-0.03401152432588161,-0.0850648541148344,0.004558242817017468,-0.05272776756764832,-0.040380528668086155,,-0.004027805519745691
Quick Asset Turnover Rate,-0.06724091643342507,-0.05073743576142614,-0.06490729193125266,-0.11849149948967942,-0.1186827638656327,-0.0976859596217044,-0.08031247844916925,-0.0802872808191,0.004871080892714934,-0.08520899909986694,0.10400433214382288,-0.09777042892355739,-0.08305734868078636,0.07056172839051342,-0.022159425572993212,-0.05916149340670134,-0.059196201987065857,-0.05906321730565644,-0.04279749489371591,-0.07387711280211287,0.08228607429012592,-0.04357062966153806,-0.0379249474929393,-0.012794530777256194,-0.015035515318175928,-0.011798701288488242,-0.009351230419466434,-0.010844536704860392,-0.053399291017812774,-0.04406612492926584,-0.019240993479073046,-0.07691137169940836,-0.10814806417589871,-0.18483631150133717,0.052928882139061044,0.09954053140626164,0.09935642158615883,-0.09935642158615883,-0.04062309652419035,0.10424414464055852,0.02524691595761601,-0.04323232423321751,-0.03806924676840033,0.047768869021920894,0.08699355390334734,0.304480551761123,-0.29746447896965944,-0.007744565539669825,0.004854114182356551,0.11499350975793804,0.10746136955947642,-0.022132556035461458,0.05467644489663126,-0.0940373925189173,-0.1476255308176641,-0.03216150548243215,-0.1434341545469604,-0.18676147181667205,-0.1397306792495228,0.05617520322592686,-0.09666024646952853,0.09387722383685898,0.08533706479600221,-0.03219685587794894,-0.061273305570714476,0.07674273683800481,0.03603542892927915,-0.05402601937301223,-0.03914282807599322,0.009411937639106053,0.33290032109929557,1.0,-0.15303536858085548,0.09596378191252909,-0.0650340753429212,0.017514277603410018,-0.03219685587794894,0.07674273683800481,0.05003232376626067,-0.06825944857188714,-0.0634013782857557,-0.0821222891916684,-0.07021520318527469,0.10814778810894007,,-0.056669590672238576,0.06862285364915202,-0.13017370643038903,-0.11848744167522944,-0.038674500826417914,0.10136392827374618,0.05400278205912095,0.048517665350337524,,-0.09935672502340939
Working capitcal Turnover Rate,0.14934600465758116,0.19642457020279627,0.1593978042957989,0.4239822594082169,0.4243404994265082,0.28364176791634027,0.29571184326342576,0.3049207113399212,0.14994791717837994,0.2957191879470318,-0.08231936210682571,-0.006817975060538677,0.22413954137720496,-0.2258191131361358,0.001953515279309642,0.1859193510415617,0.18616216252093398,0.18712333379820917,0.16166188494387645,0.05429572840586948,-0.24825955420589943,0.1375859667729553,0.15939480526968036,0.05723195424828938,0.03981297139996222,0.0472009038215535,0.04693577905359677,0.03404165841332456,0.013668587506177212,0.18347408675046778,0.046718000786199435,0.030713448461637663,0.8721659072605988,0.6989316348155291,-0.16464590696530235,-0.5760508595585958,-0.5770958669750236,0.5770958669750236,0.401840040092058,-0.5047296072482507,-0.2099014100280675,0.13734315231787148,0.1574554621274159,-0.1670841815037817,-0.1738243713100049,-0.0797318060341945,0.08204378829117291,0.13044840592213724,-0.041067979641992464,-0.360264508286112,-0.08770223793057529,0.19258907791958207,-0.19126957954087254,0.8166206602948547,0.3598532179279135,0.4413155628172783,0.44643515710323856,0.7188863090154747,0.5766628289320275,-0.5030095677946278,0.2279467358728862,-0.05398312969222269,0.39933931864075245,0.12264508997027065,0.7019907889640877,-0.5437133877004064,-0.3303362855429207,0.22219319325925968,0.2071868698329449,0.035694706451079854,0.075758507021305,-0.15303536858085548,1.0,-0.2593733433331577,0.17807462535988372,-0.26884848829975927,0.12264508997027065,-0.5437133877004064,-0.32532078464190833,0.16716834378327736,0.18616566002599694,0.10333776429296565,0.1509677401498393,-0.8721657551148622,,0.22836040502581442,-0.21037609124582332,0.37083096011681455,0.4239748969849787,0.15217808242294215,-0.5701706148103947,-0.14902890744017103,-0.19002215987389343,,0.5770939522748244
Cash Turnover Rate,-0.09425730654251625,-0.0880815743450449,-0.09388785413047801,-0.138007904922487,-0.13756992293543513,-0.07815658032728798,-0.11256539349152375,-0.11586400736096553,-0.07464926032979591,-0.11118199194135338,0.02142753618294583,-0.0012022472114102307,-0.15647583338759888,0.11828222148847692,0.026608909574560448,-0.0819030219329992,-0.08174835279501616,-0.08203913181759594,-0.06324364576655545,-0.11041564579478229,0.12447006844196679,-0.02768203035550455,-0.06516259953023225,-0.01245921074849487,-0.0008916739080385297,-0.013857616348421416,-0.015856731511997,-0.004818297544845623,0.026054781023730125,-0.08222490630425928,-0.030440502303338744,-0.08836235802030826,-0.2346537867567589,-0.2738140404469069,0.12707008709356246,0.23246977202545746,0.23182419815091468,-0.23182419815091468,-0.09896046522083181,0.2067874312227202,0.11016349622343516,-0.02766295443420567,-0.06348769146418541,0.2239244124372926,0.10493931487420988,-0.018391204544341178,0.01707924800595315,0.0058010521590938805,-0.04559594153158242,0.17661244827330227,0.0796934204282104,-0.033887393613447586,0.04800187068981001,-0.1939737455324573,-0.15202698522137753,-0.05501768903132945,-0.3573543244040685,-0.27064412757145706,-0.37997224286419806,0.20619949762089365,-0.15980616252238916,0.1849429552626948,0.017430416307749344,-0.039588126912164914,-0.1265407044739158,0.21875093047296224,0.09470622635305645,-0.07866568568896146,-0.07849912660557237,0.00045675379607928085,-0.05429693620409677,0.09596378191252909,-0.2593733433331577,1.0,-0.20627556905805952,0.04965128409621486,-0.039588126912164914,0.21875093047296224,0.12238339989232008,-0.18729001598565026,-0.20000709538931088,-0.12287533434922764,-0.17358359794237183,0.23465040030348863,,-0.09497522893427342,0.05280467306241648,-0.1678490061676482,-0.13799901803840237,-0.05744552971819782,0.22976630212400265,0.1073150933812532,0.1263516299858667,,-0.23182586829095808
Cash Flow to Sales,0.2144201492451595,0.21217739794961593,0.21689193627839534,0.13113245595354406,0.13101268074252337,0.17748507019007398,0.18795381018200522,0.18885358726422846,0.06008588426778337,0.19124102125490283,0.0027673014496307187,0.0002736463213887189,0.23143227607793998,-0.06514125821703548,0.05617541896104699,0.11739121399626624,0.11719972841125602,0.11751712136948163,0.19275004472897111,0.26075247431258347,0.0624116430019305,0.17559238363245513,0.19484356229251332,0.14930608661661912,0.1483091589582145,0.17198063494258906,0.17185640376047778,0.1614564882264514,0.04561987894172376,0.2878576000803599,0.19223048476758803,0.27756686832160893,0.17170743445598094,0.19862137806403082,0.0022528147598502167,-0.08010142276590777,-0.07881150186998297,0.07881150186998297,0.11756910836195589,-0.1193099245432227,-0.0495960553118481,0.17473927620040983,0.18802598905590223,-0.04885942816438092,0.08171965003371055,0.044411281321669833,-0.04331908763754786,-0.005167164375943161,0.02724218269558539,0.042146353298866034,0.017655753084745346,0.15838575521560783,-0.0990942351840078,0.20092801367175422,0.2145444284179331,0.16633260963888738,0.43211590872765787,0.19387952375099748,0.3482354119488842,-0.0446789211608936,0.24013666283395005,-0.07350295260586646,-0.008400778002758458,0.06236996594945105,0.18858665755039045,-0.05749204237672838,-0.07511930939539031,0.14992534303726515,0.17322928866748544,-0.013653198953401205,-0.0075641297366268985,-0.0650340753429212,0.17807462535988372,-0.20627556905805952,1.0,-0.10249339027865369,0.06236996594945105,-0.05749204237672838,-0.06564997325721822,0.9705579949598367,0.9675715709696617,0.2566090836367062,0.9537863140372296,-0.17170808958290973,,0.20208314787821485,-0.05390179012617733,0.14755933614464983,0.13112273983946668,0.1993898842715895,-0.07825706063799365,0.01608986343603494,0.0003904945635310326,,0.0788081428587499
Fixed Assets to Assets,-0.02135291630582141,-0.16812302230058268,-0.019442181701119218,-0.01064426170178783,-0.01029525292025213,-0.00909775893843775,-0.09714220421292055,-0.09495302286504684,-0.1828064253387466,-0.10049444999276143,-0.07857220357118855,0.038028106449078045,0.1233339298959657,0.14513297503609876,-0.1191309490131876,-0.18976621277462247,-0.18987449929208136,-0.18991656339903115,-0.20677361158675103,0.04786114990774414,-0.30689095831312957,-0.14193420896648315,-0.21112480537230457,-0.04184262447872424,-0.04747381105162352,-0.044899765057519025,-0.04684612023766726,-0.045263140128792755,0.01734457757089547,-0.13905871243307974,-0.037738830560453074,0.062270277982333304,-0.2637110351604817,-0.23986668095467656,0.09106679751492182,0.05731450721899547,0.056467317766832725,-0.056467317766832725,-0.9523514627158068,0.25863432609519815,-0.11564988376514712,-0.14132274217442453,-0.21005430089522067,-0.2656855648374911,-0.3358914691344851,0.011191839693164049,-0.01806515558097946,0.052843385547016855,-0.12158581391278922,-0.25586840552579104,-0.49106893840378335,-0.2338922870306137,0.664282684881475,-0.46784723514414484,-0.5301053660337856,-0.6202335071868088,-0.28725979733295215,-0.2457854795082609,-0.16153846800040678,-0.17112293732473025,0.05490343794221005,-0.0074743943173053206,-0.06597021375737944,-0.45589457183089716,-0.5423405986291728,-0.09560756688084143,0.42530489822837647,-0.18741606607298325,-0.14038106834503605,-0.17363938125003328,-0.08276599982095545,0.017514277603410018,-0.26884848829975927,0.04965128409621486,-0.10249339027865369,1.0,-0.45589457183089716,-0.09560756688084143,0.3828562218730937,-0.1242300574076886,-0.11934590976461992,0.07452975343464255,-0.12483920996669443,0.263707812212502,,-0.1816255976339188,0.06926831935974417,-0.17209654178196818,-0.010641755689955427,-0.19334159273905382,0.05504823444248901,0.07880741101508869,0.10883508405567373,,-0.056459017062703155
Current Liability to Liability,0.05622562034896205,0.11063269933344128,0.055539088483573654,0.0687066292907453,0.06986344495729886,0.06538094657045004,0.021670940726304936,0.02283449763677067,-0.007829642377430716,0.03865772910989314,0.03349932216709848,-0.04413189106761359,-0.10056905800380579,-0.11793090063113056,0.05188249407728011,0.028918849685488576,0.0290318586302843,0.028767791395575677,0.11847847721744313,0.005482754897881306,0.23332783895796244,0.15314996102929423,0.11226776121056811,0.07020620424440929,0.05203749665327209,0.04366315813266354,0.04193053012803124,0.046442975764856786,-0.026391328490683125,0.12219910338357576,0.03747755571338474,0.0519967307296383,0.07902865528003195,0.06859552532293073,-0.14761757568119555,-0.11602340141908907,-0.11718365716748542,0.11718365716748542,0.3791765109551766,-0.31499245408223764,-0.14616626037213362,0.1526620000976417,0.1107449143991419,0.2722997837386479,0.3408851364003482,0.013934229750322014,-0.005394479807404944,-0.011996490200783328,0.054409479714594346,0.24986166707100307,0.21519393430742711,0.15730582601827992,-0.42230349889113744,0.2989863591688637,0.47110137155631066,0.5744940707741079,0.26696139305745503,0.07215610515904858,0.06934119957714478,0.36628499476766335,0.044088822586057834,0.010348832446445057,0.05181979675135931,1.0,0.31392211846054724,0.2096932911175561,-0.7103889545859021,0.09486386042652169,0.03689048916366265,0.24409553664353242,0.05824761433201232,-0.03219685587794894,0.12264508997027065,-0.039588126912164914,0.06236996594945105,-0.45589457183089716,1.0,0.2096932911175561,-0.702650307550794,0.08259721560615721,0.08348949806165115,0.023941645770580215,0.0817589423238985,-0.07902679454039312,,0.12278441120481921,-0.25644946646493505,0.03723790120049689,0.06870401597395832,0.12408136534162119,-0.11976725481491787,-0.1460693326272448,-0.16772300877733018,,0.1171772193346159
Current Liability to Equity,-0.20760082853448356,-0.18993655925107586,-0.21615624775398398,-0.3639509532040966,-0.364139651698264,-0.2195519590916714,-0.32377218875313907,-0.3298331137730798,-0.2674624960259543,-0.3121166103100597,0.0745021221004177,-0.0628842133929952,-0.49422296073358674,0.21855592922626763,0.021086838689110897,-0.2203636213045404,-0.2205385816122329,-0.2202092885286938,-0.11301244871391954,-0.1802568874790047,0.44987265442925717,-0.0013614868660707393,-0.11148521846328012,0.052331959716744834,0.04547922427296875,0.0038118476861486736,0.003397101092999968,0.02206842264571694,-0.02400833697738795,-0.0518200644717036,0.006709971447906558,-0.11169162981327405,-0.6838826566847418,-0.6744863188801599,0.19732639687880735,0.9099324446280314,0.9107772390487975,-0.9107772390487975,-0.12846963183643745,0.6854504944769245,0.09544815524195509,-0.0007477539963821641,-0.11342543373308954,0.7751964051114962,0.3389117471272004,-0.05607693170749618,0.06340812392128382,-0.030796658233662982,0.03191892722423981,0.6151842430851463,0.29186172481334843,-0.05482781158495357,-0.034382590277767244,-0.3738224013316393,0.0609461916865869,0.2772551238358246,-0.285807654027212,-0.6808709760191612,-0.6050658759778343,0.9703083059057079,-0.4420070830742588,0.28459412333763867,-0.1466037609351649,0.2096932911175561,-0.10882134666577624,1.0,0.14527057787881026,-0.2686556897079808,-0.22103166909985836,0.06079842415588396,0.0025934209207926647,0.07674273683800481,-0.5437133877004064,0.21875093047296224,-0.05749204237672838,-0.09560756688084143,0.2096932911175561,1.0,0.28390190005328186,-0.03797202786758049,-0.07187452153362979,-0.2622437064025702,-0.013943904869521436,0.6838853522115784,,-0.23669516886222636,0.07438381107663307,-0.36186766942248544,-0.36394114679890316,-0.10111479510888786,0.9181787102655742,0.15568229711370668,0.18613828234013874,,-0.9107769059343145
Equity to Long-term Liability,-0.10964596930899996,-0.16889849096764104,-0.10692508184758195,-0.20229820317435004,-0.20204714987984726,-0.1214905348922375,-0.1775218894454483,-0.17275886659066203,-0.19353335713346395,-0.17455915650925347,0.003118964074053609,0.04061227654594,-0.16077156266792342,0.22327587944446495,-0.08699103728915475,-0.1270023729107798,-0.12701204931416837,-0.12662569598643897,-0.14843957680610373,-0.08360300902347421,0.01743358913655677,-0.09443809735562342,-0.15010578324453597,-0.014579051791959804,-0.013891189613268642,-0.0361134125845187,-0.035068141321418465,-0.033928102294942544,0.030505625650057634,-0.07627663681863057,-0.017776259035025204,-0.08067428529972452,-0.3701958748259422,-0.3680602445672252,0.27395905916554564,0.5335577426422383,0.5341500103816993,-0.5341500103816993,-0.4026029929900398,0.703044051486445,0.15747638259462549,-0.09421324268485495,-0.15053614565124346,0.14974349967040393,-0.13198046601929567,-0.055687159634886636,0.04985796888336198,0.010949817322895291,-0.0217193810175908,0.07939167431384277,-0.06348858250265056,-0.1274640084317759,0.3733702072961264,-0.39200084085032577,-0.33822152161693697,-0.32112500786311743,-0.31801243089893355,-0.3710972233980067,-0.31849694660117966,0.12818788623956656,-0.25379036426448465,0.14681636043763294,-0.08504653288401516,-0.702650307550794,-0.27583586048002096,0.28390190005328186,0.9230587140615466,-0.21115238226587082,-0.13993606831271788,-0.16354985926893756,-0.04817291639549063,0.05003232376626067,-0.32532078464190833,0.12238339989232008,-0.06564997325721822,0.3828562218730937,-0.702650307550794,0.28390190005328186,1.0,-0.07294350813409393,-0.09053105512679802,-0.1385413643431291,-0.060445036227005824,0.3701958822622891,,-0.21262716278899244,0.24510839332684825,-0.19553924537674142,-0.20229116041804301,-0.14529044758568666,0.5389661095344321,0.24566993160822917,0.2841750168812628,,-0.5341461540920805
Cash Flow to Total Assets,0.23247150965495908,0.23208353150748703,0.233708601294726,0.12034608340733995,0.12027454060612587,0.18023468980383192,0.18453791214692825,0.18405369660981954,0.05645014218974483,0.18638748272360525,0.01522442389218992,0.007532786077724514,0.2401314899279307,-0.06232128825560648,0.07172943993594963,0.12317050146711701,0.12298615445888879,0.123176298174677,0.21267301428391117,0.2836902083031729,0.10693950840283625,0.20333305879904007,0.21547277330835485,0.1681466556203388,0.16376896656747036,0.18301625516413056,0.18259518262206492,0.17297254913109036,0.04679868117230771,0.3053396448970806,0.2035094953755211,0.3045826008468748,0.17479689915205207,0.20386014357050747,0.00010551689376283713,-0.0659812180639065,-0.06469645422314806,0.06469645422314806,0.13480561689643197,-0.12608456234036858,-0.05393007278233961,0.20245064235483407,0.20837026105065454,-0.020839277788542162,0.13354843886779683,0.053214337482273555,-0.05212353878305277,-0.015024911070007075,0.03461348405098465,0.0891154506907733,0.041021145419457256,0.17510697950145052,-0.12625163559544791,0.2200247160221272,0.2452386969302004,0.19974184934991415,0.44867876913560145,0.1968731941077175,0.353122965381746,-0.022293861694610832,0.2547849373925176,-0.06870360384868181,-0.00447138717621079,0.08259721560615721,0.21659965199818454,-0.03797202786758049,-0.08964891326866525,0.16320437860881412,0.17752688892120205,0.006423309396709295,-0.014700083523611202,-0.06825944857188714,0.16716834378327736,-0.18729001598565026,0.9705579949598367,-0.1242300574076886,0.08259721560615721,-0.03797202786758049,-0.07294350813409393,1.0,0.9849751198420023,0.27835674017925194,0.9872794597130558,-0.17479657569390528,,0.22052364334136768,-0.05988727076588309,0.15084265614369607,0.1203336170013419,0.2215237196725099,-0.0642412227643818,0.019647222680493907,0.0013709562997157472,,0.06469921590812842
